	chromosome	db	type	start	stop	strand	gene_type	gene_name
2922	12	HAVANA	gene	96883349	97269333	+	protein_coding	C12orf55
2924	12	HAVANA	gene	99038919	99129204	+	protein_coding	APAF1
2925	12	HAVANA	gene	99120235	100378432	-	protein_coding	ANKS1B
2926	12	HAVANA	gene	100660918	100735502	+	protein_coding	SCYL2
2927	12	HAVANA	gene	101111304	101522419	+	protein_coding	ANO4
2928	12	HAVANA	gene	101786898	101801598	-	protein_coding	ARL1
2930	12	HAVANA	gene	102139275	102224716	-	protein_coding	GNPTAB
2931	12	HAVANA	gene	102271129	102405908	+	protein_coding	DRAM1
2932	12	HAVANA	gene	103230663	103352188	-	protein_coding	PAH
2934	12	HAVANA	gene	103981051	104160505	+	protein_coding	STAB2
2935	12	HAVANA	gene	104140093	104162636	-	antisense	RP11-341G23.4
2936	12	HAVANA	gene	104382762	104457961	-	protein_coding	GLT8D2
2937	12	HAVANA	gene	105501102	105562912	+	protein_coding	KIAA1033
2938	12	HAVANA	gene	105567074	105630016	-	protein_coding	APPL2
2939	12	HAVANA	gene	106695707	106740793	+	protein_coding	TCP11L2
2940	12	HAVANA	gene	107349497	107372556	+	protein_coding	C12orf23
2941	12	HAVANA	gene	107385142	107487607	-	protein_coding	CRY1
2942	12	HAVANA	gene	109785708	109893328	+	protein_coding	MYO1H
2943	12	HAVANA	gene	110220890	110271212	-	protein_coding	TRPV4
2944	12	HAVANA	gene	110825268	110883353	-	processed_transcript	RP11-478C19.2
2945	12	HAVANA	gene	110872630	110888227	-	protein_coding	ARPC3
2948	12	HAVANA	gene	111284573	111345339	+	protein_coding	CCDC63
2950	12	HAVANA	gene	111471828	111788358	+	protein_coding	CUX2
2951	12	HAVANA	gene	112079950	112123790	-	protein_coding	BRAP
2952	12	HAVANA	gene	112856155	112947717	+	protein_coding	PTPN11
2954	12	HAVANA	gene	113587663	113597081	+	protein_coding	CCDC42B
2955	12	HAVANA	gene	113594979	113623284	-	protein_coding	DDX54
2956	12	HAVANA	gene	113633246	113658899	-	protein_coding	IQCD
2957	12	HAVANA	gene	114254543	114404176	-	protein_coding	RBM19
2959	12	HAVANA	gene	117581146	117628336	-	protein_coding	FBXO21
2961	12	HAVANA	gene	118470712	118500235	-	protein_coding	WSB2
2962	12	HAVANA	gene	118501398	118573831	-	protein_coding	VSIG10
2963	12	HAVANA	gene	120105558	120119435	+	protein_coding	PRKAB1
2965	12	HAVANA	gene	120565007	120632513	-	protein_coding	GCN1L1
2966	12	HAVANA	gene	120634489	120639038	-	protein_coding	RPLP0
2967	12	HAVANA	gene	121675497	121736111	-	protein_coding	CAMKK2
2968	12	HAVANA	gene	122692326	122750970	-	protein_coding	RP11-512M8.5
2969	12	HAVANA	gene	123258874	123312075	+	protein_coding	CCDC62
2970	12	HAVANA	gene	123745528	123756881	-	protein_coding	CDK2AP1
2972	12	HAVANA	gene	124247042	124420753	+	protein_coding	DNAH10
2974	12	HAVANA	gene	125431371	125473668	-	protein_coding	DHX37
2975	12	HAVANA	gene	130509038	130529501	-	lincRNA	RP11-474D1.4
2977	12	HAVANA	gene	130822432	130857182	+	protein_coding	PIWIL1
2979	12	HAVANA	gene	131274145	131323811	-	protein_coding	STX2
2980	12	HAVANA	gene	132628993	132637013	+	protein_coding	NOC4L
2981	13	HAVANA	gene	20126711	20144428	-	pseudogene	MRPS31P2
2982	13	HAVANA	gene	22066836	22178353	-	protein_coding	MICU2
2983	13	ENSEMBL	gene	22101939	22102039	-	snoRNA	snoU13
2985	13	HAVANA	gene	23902965	24007841	-	protein_coding	SACS
2986	13	HAVANA	gene	24304328	24463558	-	protein_coding	MIPEP
2988	13	HAVANA	gene	24982295	25171814	+	pseudogene	TPTE2P6
2989	13	HAVANA	gene	25140981	25144866	+	pseudogene	PSPC1P2
2990	13	HAVANA	gene	25141011	25171814	+	processed_transcript	RP11-556N21.1
2994	13	HAVANA	gene	26706253	26796791	-	protein_coding	RNF6
2996	13	HAVANA	gene	28577411	28674729	-	protein_coding	FLT3
2998	13	HAVANA	gene	29598748	30077892	+	protein_coding	MTUS2
3000	13	HAVANA	gene	30050652	30064242	-	antisense	MTUS2-AS1
3001	13	HAVANA	gene	31032884	31191734	-	protein_coding	HMGB1
3002	13	HAVANA	gene	31191830	31233686	+	protein_coding	USPL1
3003	13	HAVANA	gene	32420978	32527609	+	pseudogene	EEF1DP3
3005	13	HAVANA	gene	32889611	32973805	+	protein_coding	BRCA2
3007	13	HAVANA	gene	36345478	36705443	-	protein_coding	DCLK1
3009	13	HAVANA	gene	37572953	37583750	+	protein_coding	EXOSC8
3010	13	HAVANA	gene	37583449	37633850	-	protein_coding	SUPT20H
3011	13	HAVANA	gene	39496864	39510336	-	pseudogene	ANKRD26P2
3013	13	HAVANA	gene	40229764	40365802	+	protein_coding	COG6
3015	13	HAVANA	gene	41506056	41635576	-	protein_coding	ELF1
3017	13	HAVANA	gene	41861877	41862456	-	pseudogene	RAC1P3
3018	13	HAVANA	gene	41885341	41951166	+	protein_coding	NAA16
3019	13	HAVANA	gene	42846289	42897396	+	protein_coding	AKAP11
3021	13	HAVANA	gene	44453420	44468068	+	protein_coding	LACC1
3023	13	HAVANA	gene	45007655	45151283	-	protein_coding	TSC22D1
3024	13	HAVANA	gene	45011343	45026963	+	pseudogene	RP11-71C5.2
3026	13	HAVANA	gene	45556212	45657260	-	lincRNA	RP11-321C24.1
3027	13	HAVANA	gene	45563687	45607746	+	protein_coding	GPALPP1
3030	13	HAVANA	gene	45915480	45965872	+	antisense	TPT1-AS1
3031	13	HAVANA	gene	48627459	48669267	-	protein_coding	MED4
3033	13	HAVANA	gene	49550048	49783915	+	protein_coding	FNDC3A
3034	13	HAVANA	gene	49822047	49867618	+	protein_coding	CDADC1
3035	13	HAVANA	gene	51656984	51746524	-	lincRNA	LINC00371
3037	13	HAVANA	gene	53063128	53161222	+	pseudogene	TPTE2P3
3038	13	HAVANA	gene	60970591	61148012	+	protein_coding	TDRD3
3040	13	HAVANA	gene	62578226	62603681	-	lincRNA	LINC00358
3041	13	HAVANA	gene	74260226	74708394	-	protein_coding	KLF12
3043	13	HAVANA	gene	75858808	76056250	-	protein_coding	TBC1D4
3044	13	HAVANA	gene	76123619	76180085	+	protein_coding	UCHL3
3045	13	HAVANA	gene	76123909	76381256	+	processed_transcript	RP11-29G8.3
3046	13	HAVANA	gene	77566740	77601330	-	protein_coding	FBXL3
3048	13	HAVANA	gene	78109809	78219398	+	protein_coding	SCEL
3049	13	HAVANA	gene	78493824	79191463	+	antisense	RNF219-AS1
3051	13	HAVANA	gene	80140881	80144983	+	lincRNA	LINC01068
3053	13	HAVANA	gene	88079469	88323514	-	lincRNA	MIR4500HG
3055	13	HAVANA	gene	92000074	92006833	+	processed_transcript	MIR17HG
3057	13	HAVANA	gene	92050929	93519490	+	protein_coding	GPC5
3059	13	HAVANA	gene	95226308	95248511	-	protein_coding	TGDS
3061	13	HAVANA	gene	95672083	95953687	-	protein_coding	ABCC4
3063	13	HAVANA	gene	96085858	96232013	+	protein_coding	CLDN10
3064	13	HAVANA	gene	96131698	96186164	-	antisense	CLDN10-AS1
3065	13	HAVANA	gene	96230457	96296957	-	protein_coding	DZIP1
3066	13	HAVANA	gene	96453834	96705736	-	protein_coding	UGGT2
3068	13	HAVANA	gene	98794816	99102027	+	protein_coding	FARP1
3070	13	HAVANA	gene	101256181	101327347	-	protein_coding	TMTC4
3071	13	HAVANA	gene	101706130	102068843	-	protein_coding	NALCN
3073	13	HAVANA	gene	102104966	102375456	+	protein_coding	ITGBL1
3075	13	HAVANA	gene	103241722	103242163	-	antisense	LINC00555
3077	13	HAVANA	gene	103459704	103524748	+	protein_coding	BIVM-ERCC5
3078	13	HAVANA	gene	103497194	103528345	+	protein_coding	ERCC5
3081	13	HAVANA	gene	107194021	107220512	-	protein_coding	ARGLU1
3083	13	HAVANA	gene	107820883	108519083	-	protein_coding	FAM155A
3085	13	HAVANA	gene	108870727	108886603	+	protein_coding	ABHD13
3087	13	HAVANA	gene	109248500	109860355	+	protein_coding	MYO16
3089	13	HAVANA	gene	110801318	110959496	-	protein_coding	COL4A1
3090	13	HAVANA	gene	111530887	111567416	-	protein_coding	ANKRD10
3091	13	HAVANA	gene	113548692	113754053	+	protein_coding	MCF2L
3092	14	HAVANA	gene	19406795	19410111	-	lincRNA	RP11-536C10.7
3093	14	HAVANA	gene	19407865	19427443	+	pseudogene	RP11-536C10.13
3094	14	HAVANA	gene	20724717	20774153	-	protein_coding	TTC5
3095	14	HAVANA	gene	20728639	20732467	-	lincRNA	CTD-2292M16.8
3098	14	HAVANA	gene	21677295	21737653	-	protein_coding	HNRNPC
3099	14	HAVANA	gene	23527773	23564823	-	protein_coding	ACIN1
3100	14	HAVANA	gene	27067618	27275673	+	antisense	NOVA1-AS1
3101	14	HAVANA	gene	27305934	27629626	+	lincRNA	RP11-384J4.2
3102	14	HAVANA	gene	30907198	31042835	-	antisense	RP11-1103G16.1
3103	14	HAVANA	gene	31760994	31889788	-	protein_coding	HEATR5A
3104	14	HAVANA	gene	31803518	31926647	-	protein_coding	RP11-176H8.1
3106	14	HAVANA	gene	31889492	31922089	+	antisense	CTD-2213F21.2
3107	14	HAVANA	gene	32798479	33300567	+	protein_coding	AKAP6
3109	14	HAVANA	gene	36288430	36295971	-	antisense	RP11-317N8.5
3110	14	HAVANA	gene	36295524	36401531	+	protein_coding	BRMS1L
3111	14	HAVANA	gene	36942412	36988726	-	processed_transcript	RP11-896J10.3
3112	14	HAVANA	gene	36942493	36983034	-	protein_coding	SFTA3
3113	14	HAVANA	gene	37126773	37148920	+	protein_coding	PAX9
3114	14	HAVANA	gene	37667118	38021566	+	protein_coding	MIPOL1
3116	14	HAVANA	gene	38065052	38510647	+	protein_coding	TTC6
3118	14	HAVANA	gene	39866873	39901704	-	protein_coding	FBXO33
3119	14	HAVANA	gene	42076773	42373752	+	protein_coding	LRFN5
3120	14	HAVANA	gene	45366498	45376460	+	protein_coding	C14orf28
3121	14	HAVANA	gene	45368111	45381066	-	antisense	RP11-857B24.5
3124	14	HAVANA	gene	47308826	48144157	-	protein_coding	MDGA2
3125	14	ENSEMBL	gene	47311134	48143999	-	protein_coding	MDGA2
3126	14	HAVANA	gene	50043390	50065408	-	protein_coding	RPS29
3128	14	HAVANA	gene	50704281	50779266	-	protein_coding	L2HGDH
3129	14	HAVANA	gene	50885219	51027844	-	protein_coding	MAP4K5
3130	14	HAVANA	gene	50999227	51099786	+	protein_coding	ATL1
3133	14	HAVANA	gene	51186481	51297839	-	protein_coding	NIN
3134	14	HAVANA	gene	51324609	51411454	-	protein_coding	PYGL
3135	14	HAVANA	gene	52449238	52453937	-	antisense	RP11-463J10.4
3136	14	HAVANA	gene	53635772	54153976	+	lincRNA	AL163953.3
3138	14	HAVANA	gene	55518349	55536910	+	protein_coding	MAPK1IP1L
3139	14	HAVANA	gene	56955072	57117324	+	protein_coding	TMEM260
3141	14	HAVANA	gene	58466453	58764857	-	protein_coding	C14orf37
3142	14	HAVANA	gene	58666798	58701750	+	protein_coding	ACTR10
3143	14	HAVANA	gene	58865275	58893843	+	antisense	RP11-517O13.1
3144	14	HAVANA	gene	58875212	58894332	-	protein_coding	TIMM9
3145	14	HAVANA	gene	59945992	59992155	-	processed_transcript	RP11-701B16.2
3146	14	HAVANA	gene	59951161	59972128	+	protein_coding	JKAMP
3147	14	HAVANA	gene	60981837	61021634	+	antisense	RP11-1042B17.3
3148	14	HAVANA	gene	61654277	62017694	+	protein_coding	PRKCH
3149	14	HAVANA	gene	61764882	61789536	-	processed_transcript	RP11-902B17.1
3152	14	HAVANA	gene	62278692	62437037	+	lincRNA	CTD-2277K2.1
3154	14	HAVANA	gene	63838075	64010092	-	protein_coding	PPP2R5E
3155	14	HAVANA	gene	64550950	64804830	-	protein_coding	ESR2
3156	14	HAVANA	gene	64915824	64971931	-	protein_coding	ZBTB25
3157	14	HAVANA	gene	65381079	65411309	+	protein_coding	CHURC1
3158	14	HAVANA	gene	65381203	65529368	+	protein_coding	FNTB
3159	14	HAVANA	gene	65381203	65528521	+	protein_coding	CHURC1-FNTB
3160	14	HAVANA	gene	65472892	65569413	-	protein_coding	MAX
3161	14	HAVANA	gene	67761088	67826982	-	protein_coding	ATP6V1D
3162	14	HAVANA	gene	68194091	68283307	-	protein_coding	ZFYVE26
3163	14	HAVANA	gene	68286496	69196935	+	protein_coding	RAD51B
3164	14	HAVANA	gene	69951409	69995215	+	protein_coding	PLEKHD1
3166	14	HAVANA	gene	71374122	71582099	+	protein_coding	PCNX
3167	14	HAVANA	gene	72399156	73030654	+	protein_coding	RGS6
3169	14	HAVANA	gene	73393040	73426411	+	protein_coding	DCAF4
3170	14	HAVANA	gene	73525144	73588122	+	protein_coding	RBM25
3171	14	HAVANA	gene	74486056	74549566	+	protein_coding	CCDC176
3172	14	HAVANA	gene	74498500	74549566	+	processed_transcript	AC005484.5
3173	14	HAVANA	gene	74523553	74551196	-	protein_coding	ALDH6A1
3174	14	HAVANA	gene	74769772	74826711	+	protein_coding	VRTN
3175	14	HAVANA	gene	75230069	75322244	+	protein_coding	YLPM1
3177	14	HAVANA	gene	75548822	75594047	-	protein_coding	NEK9
3179	14	HAVANA	gene	75988768	76013358	+	protein_coding	BATF
3180	14	HAVANA	gene	76099968	76421421	+	protein_coding	TTLL5
3181	14	HAVANA	gene	77253588	77292589	-	protein_coding	ANGEL1
3182	14	HAVANA	gene	77292715	77336645	+	protein_coding	C14orf166B
3183	14	HAVANA	gene	77564440	77583630	+	protein_coding	KIAA1737
3184	14	HAVANA	gene	77564654	77691805	+	protein_coding	RP11-463C8.4
3185	14	HAVANA	gene	78266426	78401355	+	protein_coding	ADCK1
3186	14	HAVANA	gene	78708734	80330762	+	protein_coding	NRXN3
3188	14	HAVANA	gene	81421333	81612646	+	protein_coding	TSHR
3189	14	HAVANA	gene	81573377	81636758	-	antisense	RP11-114N19.3
3190	14	HAVANA	gene	81641796	81687721	-	protein_coding	GTF2A1
3191	14	HAVANA	gene	81937893	82000205	-	protein_coding	SEL1L
3192	14	HAVANA	gene	86401054	86596117	+	lincRNA	CTD-2341M24.1
3194	14	HAVANA	gene	88304164	88460009	-	protein_coding	GALC
3196	14	HAVANA	gene	88851268	88936694	+	protein_coding	SPATA7
3197	14	HAVANA	gene	89029253	89079853	+	protein_coding	ZC3H14
3198	14	HAVANA	gene	90722839	90738968	+	protein_coding	PSMC1
3200	14	HAVANA	gene	91006932	91282823	-	protein_coding	TTC7B
3201	14	HAVANA	gene	91336799	91526980	-	protein_coding	RPS6KA5
3202	14	HAVANA	gene	91526677	91691976	+	protein_coding	C14orf159
3203	14	HAVANA	gene	91737667	91884188	-	protein_coding	CCDC88C
3204	14	HAVANA	gene	92432335	92507240	-	protein_coding	TRIP11
3205	14	HAVANA	gene	92524896	92572965	-	protein_coding	ATXN3
3206	14	HAVANA	gene	93170152	93215047	-	protein_coding	LGMN
3207	14	HAVANA	gene	93260576	93306308	+	protein_coding	GOLGA5
3208	14	HAVANA	gene	93648541	93651273	-	protein_coding	MOAP1
3209	14	HAVANA	gene	93673401	93695561	+	protein_coding	UBR7
3210	14	HAVANA	gene	93689944	93690485	-	pseudogene	RP11-85G20.1
3211	14	HAVANA	gene	95883831	95942173	-	protein_coding	SYNE3
3212	14	HAVANA	gene	95999840	96011061	+	protein_coding	GLRX5
3213	14	HAVANA	gene	96967770	97033448	+	protein_coding	PAPOLA
3215	14	HAVANA	gene	99864083	99947216	-	protein_coding	SETD3
3216	14	HAVANA	gene	99947506	100001381	+	protein_coding	CCNK
3217	14	HAVANA	gene	100704635	100749129	+	protein_coding	YY1
3218	14	HAVANA	gene	100730118	100731742	+	sense_intronic	RP11-638I2.2
3219	14	HAVANA	gene	102100791	102197445	-	lincRNA	RP11-1029J19.5
3221	14	HAVANA	gene	102808956	102829253	-	protein_coding	CINP
3222	15	HAVANA	gene	22747313	22782336	-	processed_transcript	RP11-566K19.3
3223	15	HAVANA	gene	23282281	23378228	-	pseudogene	HERC2P2
3224	15	HAVANA	gene	23599895	23612378	+	protein_coding	GOLGA8S
3225	15	ENSEMBL	gene	23608428	23608706	+	misc_RNA	RN7SL536P
3226	15	HAVANA	gene	25223730	25664609	+	processed_transcript	SNHG14
3227	15	HAVANA	gene	26788693	27184686	-	protein_coding	GABRB3
3228	15	HAVANA	gene	27111510	27194354	+	protein_coding	GABRA5
3229	15	HAVANA	gene	29967194	29973161	+	antisense	RP11-680F8.1
3230	15	HAVANA	gene	30395923	30423960	+	pseudogene	ULK4P3
3231	15	HAVANA	gene	30864941	30892918	+	pseudogene	ULK4P2
3232	15	HAVANA	gene	31293264	31453476	-	protein_coding	TRPM1
3233	15	HAVANA	gene	32322691	32464722	+	protein_coding	CHRNA7
3234	15	HAVANA	gene	32885657	32896179	+	protein_coding	GOLGA8N
3235	15	HAVANA	gene	34260921	34357291	+	protein_coding	CHRM5
3237	15	HAVANA	gene	35147732	35262040	-	protein_coding	AQR
3239	15	HAVANA	gene	38214140	38259925	+	protein_coding	TMCO5A
3240	15	HAVANA	gene	38964048	38981392	+	lincRNA	RP11-275I4.2
3241	15	HAVANA	gene	39892232	40075031	-	protein_coding	FSIP1
3243	15	HAVANA	gene	40731920	40760441	+	protein_coding	BAHD1
3244	15	HAVANA	gene	41624892	41673248	+	protein_coding	NUSAP1
3245	15	HAVANA	gene	41849873	41871536	+	protein_coding	TYRO3
3246	15	HAVANA	gene	42190950	42264776	-	protein_coding	EHD4
3248	15	HAVANA	gene	42705021	42783321	-	protein_coding	ZNF106
3249	15	HAVANA	gene	42867857	43013179	+	protein_coding	STARD9
3250	15	HAVANA	gene	43650370	43663223	-	protein_coding	ZSCAN29
3251	15	HAVANA	gene	44069285	44094787	+	protein_coding	SERF2
3252	15	HAVANA	gene	44088340	44095241	+	protein_coding	HYPK
3255	15	HAVANA	gene	44829255	44855227	+	protein_coding	EIF3J
3257	15	HAVANA	gene	45409569	45422136	-	protein_coding	DUOXA1
3259	15	HAVANA	gene	45722727	45740959	+	protein_coding	C15orf48
3260	15	HAVANA	gene	45722850	45734006	-	antisense	RP11-519G16.5
3261	15	HAVANA	gene	45879549	45968512	+	protein_coding	RP11-96O20.4
3262	15	HAVANA	gene	45923346	45983492	+	protein_coding	SQRDL
3263	15	HAVANA	gene	50569389	50647605	-	protein_coding	GABPB1
3264	15	HAVANA	gene	50647525	50659636	+	processed_transcript	GABPB1-AS1
3265	15	HAVANA	gene	51739908	51915030	-	protein_coding	DMXL2
3266	15	HAVANA	gene	52408771	52414328	+	lincRNA	CTD-2184D3.6
3267	15	HAVANA	gene	52413117	52483566	-	protein_coding	GNB5
3268	15	HAVANA	gene	53049637	53083273	-	protein_coding	ONECUT1
3269	15	HAVANA	gene	53805938	54055075	-	protein_coding	WDR72
3271	15	HAVANA	gene	56119120	56285944	-	protein_coding	NEDD4
3272	15	HAVANA	gene	56379478	56535483	-	protein_coding	RFX7
3273	15	HAVANA	gene	56536207	56738195	+	protein_coding	TEX9
3274	15	HAVANA	gene	56713742	56757335	-	protein_coding	MNS1
3275	15	HAVANA	gene	57611336	57616106	+	lincRNA	RP11-358M11.3
3277	15	HAVANA	gene	57884231	58074960	+	protein_coding	POLR2M
3278	15	HAVANA	gene	58012493	58013126	+	lincRNA	RP11-344A16.2
3279	15	HAVANA	gene	58245622	58790065	-	protein_coding	ALDH1A2
3281	15	HAVANA	gene	59157374	59389618	+	protein_coding	RNF111
3282	15	HAVANA	gene	59171244	59225852	-	protein_coding	SLTM
3284	15	HAVANA	gene	59951345	59981733	-	protein_coding	BNIP2
3286	15	HAVANA	gene	60771377	60922836	+	antisense	RP11-219B17.1
3288	15	HAVANA	gene	60780483	61521518	-	protein_coding	RORA
3289	15	HAVANA	gene	63836446	63893788	-	antisense	USP3-AS1
3290	15	HAVANA	gene	63889552	63894627	+	protein_coding	FBXL22
3291	15	HAVANA	gene	64386322	64438289	+	protein_coding	SNX1
3292	15	HAVANA	gene	64448011	64455404	-	protein_coding	PPIB
3293	15	HAVANA	gene	64752941	64978264	+	protein_coding	ZNF609
3294	15	HAVANA	gene	65526798	65592956	-	protein_coding	PARP16
3295	15	HAVANA	gene	66018392	66184329	+	protein_coding	RAB11A
3296	15	HAVANA	gene	66187417	66546085	-	protein_coding	MEGF11
3297	15	HAVANA	gene	66839517	66858317	-	protein_coding	LCTL
3299	15	HAVANA	gene	67547138	67794598	+	protein_coding	IQCH
3301	15	HAVANA	gene	67695957	67814182	-	lincRNA	IQCH-AS1
3302	15	HAVANA	gene	68125063	68166204	+	processed_transcript	RP11-34F13.3
3304	15	HAVANA	gene	68483043	68498417	-	protein_coding	CALML4
3305	15	HAVANA	gene	68486139	68522056	-	protein_coding	RP11-315D16.2
3306	15	HAVANA	gene	68499330	68549549	-	protein_coding	CLN6
3307	15	HAVANA	gene	69110560	69239150	+	protein_coding	SPESP1
3308	15	HAVANA	gene	69222864	69355083	+	protein_coding	NOX5
3309	15	HAVANA	gene	69329889	69335905	-	antisense	RP11-809H16.4
3310	15	HAVANA	gene	69706585	69740764	+	protein_coding	KIF23
3312	15	HAVANA	gene	71145578	71342414	+	protein_coding	LRRC49
3313	15	HAVANA	gene	72491370	72524164	-	protein_coding	PKM
3314	15	HAVANA	gene	72559087	72612287	-	protein_coding	CELF6
3315	15	HAVANA	gene	72571208	72644135	+	antisense	RP11-106M3.3
3316	15	HAVANA	gene	73344051	73597547	+	protein_coding	NEO1
3317	15	HAVANA	gene	73612200	73661605	-	protein_coding	HCN4
3318	15	HAVANA	gene	74200424	74220589	-	antisense	LOXL1-AS1
3319	15	HAVANA	gene	74630100	74660081	-	protein_coding	CYP11A1
3320	15	HAVANA	gene	74643109	74656961	+	pseudogene	CTD-2311M21.2
3323	15	HAVANA	gene	75966663	76005189	-	protein_coding	CSPG4
3324	15	ENSEMBL	gene	75970672	75973093	+	protein_coding	AC105020.1
3327	15	HAVANA	gene	77285700	77329673	+	protein_coding	PSTPIP1
3328	15	HAVANA	gene	78206559	78219188	-	pseudogene	RP11-114H24.2
3329	15	HAVANA	gene	78208864	78214361	+	lincRNA	RP11-114H24.7
3330	15	HAVANA	gene	78556428	78574538	+	protein_coding	DNAJA4
3331	15	HAVANA	gene	78570177	78592136	-	protein_coding	WDR61
3334	15	HAVANA	gene	79051545	79103773	-	protein_coding	ADAMTS7
3335	15	HAVANA	gene	80637195	80695917	-	protein_coding	RP11-210M15.2
3337	15	HAVANA	gene	81451916	81605104	+	protein_coding	IL16
3338	15	HAVANA	gene	82590891	82626963	+	pseudogene	RP13-98N21.3
3339	15	HAVANA	gene	83594636	83772195	+	antisense	RP11-382A20.5
3340	15	HAVANA	gene	83681413	83730597	+	antisense	RP11-382A20.7
3341	15	HAVANA	gene	83685174	83736106	-	protein_coding	BTBD1
3342	15	HAVANA	gene	83847934	84108197	+	antisense	RP11-382A20.4
3343	15	HAVANA	gene	85070012	85114447	-	pseudogene	UBE2Q2P1
3344	15	HAVANA	gene	85747141	85778026	-	pseudogene	RP11-561C5.4
3345	15	HAVANA	gene	85798600	85873565	-	pseudogene	RP11-561C5.5
3346	15	HAVANA	gene	85923802	86292586	+	protein_coding	AKAP13
3347	15	HAVANA	gene	89002948	89055760	-	processed_transcript	RP11-97O12.7
3348	15	HAVANA	gene	89753100	89764982	-	protein_coding	RLBP1
3349	15	HAVANA	gene	89878284	89879392	+	antisense	RP11-217B1.2
3350	15	HAVANA	gene	90792762	90808199	+	protein_coding	TTLL13
3351	15	HAVANA	gene	90792788	90815440	+	protein_coding	RP11-697E2.6
3352	15	HAVANA	gene	91473410	91497323	+	protein_coding	UNC45A
3353	15	HAVANA	gene	91541646	91565833	-	protein_coding	VPS33B
3354	15	HAVANA	gene	92396925	92715665	+	protein_coding	SLCO3A1
3356	15	HAVANA	gene	93426526	93571237	+	protein_coding	CHD2
3358	15	HAVANA	gene	94774767	95023632	+	protein_coding	MCTP2
3359	15	HAVANA	gene	96869167	96883492	+	protein_coding	NR2F2
3360	15	HAVANA	gene	98285448	98417780	-	protein_coding	LINC00923
3361	15	HAVANA	gene	98980391	99057611	-	protein_coding	FAM169B
3363	15	HAVANA	gene	99497378	99646030	-	antisense	RP11-654A16.3
3364	15	HAVANA	gene	99676528	99791428	-	protein_coding	TTC23
3365	15	HAVANA	gene	100347228	100417353	+	protein_coding	CTD-2054N24.2
3366	15	HAVANA	gene	101099574	101143435	-	protein_coding	LINS
3367	15	HAVANA	gene	101142739	101191910	+	protein_coding	ASB7
3368	15	HAVANA	gene	101821715	101835487	-	protein_coding	SNRPA1
3370	15	HAVANA	gene	102382322	102390527	+	pseudogene	OR4F13P
3372	16	HAVANA	gene	734622	740444	-	protein_coding	WDR24
3373	16	HAVANA	gene	739001	742554	+	processed_transcript	LA16c-313D11.12
3376	16	HAVANA	gene	2097466	2138716	+	protein_coding	TSC2
3377	16	HAVANA	gene	2138711	2185899	-	protein_coding	PKD1
3378	16	HAVANA	gene	3096682	3110727	+	protein_coding	MMP25
3380	16	HAVANA	gene	3508071	3565564	+	processed_transcript	LA16c-306E5.3
3382	16	HAVANA	gene	4475806	4506776	+	protein_coding	DNAJA3
3384	16	HAVANA	gene	4666494	4740975	+	protein_coding	MGRN1
3386	16	HAVANA	gene	5134305	5147809	-	protein_coding	FAM86A
3388	16	HAVANA	gene	5289803	6826015	+	processed_transcript	RP11-420N3.2
3389	16	HAVANA	gene	6069095	7763340	+	protein_coding	RBFOX1
3392	16	HAVANA	gene	8619502	8622304	-	protein_coding	TMEM114
3393	16	HAVANA	gene	9185505	9215497	+	protein_coding	C16orf72
3395	16	HAVANA	gene	10971055	11026079	+	protein_coding	CIITA
3397	16	HAVANA	gene	11453702	11617444	-	protein_coding	CTD-3088G3.8
3399	16	HAVANA	gene	12070594	12668146	+	protein_coding	SNX29
3401	16	HAVANA	gene	14766405	14788526	-	protein_coding	PLA2G10
3402	16	HAVANA	gene	15005408	15029565	+	pseudogene	RP11-958N24.1
3403	16	HAVANA	gene	15068448	15233196	+	protein_coding	PDXDC1
3404	16	HAVANA	gene	15153879	15188174	-	protein_coding	RRN3
3405	16	HAVANA	gene	15528152	15718885	+	protein_coding	C16orf45
3407	16	HAVANA	gene	16242785	16317379	-	protein_coding	ABCC6
3408	16	HAVANA	gene	18027046	18245452	-	lincRNA	CTA-481E9.4
3409	16	HAVANA	gene	18096663	18266920	-	lincRNA	CTA-481E9.3
3410	16	HAVANA	gene	19513015	19533467	-	protein_coding	GDE1
3412	16	HAVANA	gene	19868616	19897489	-	protein_coding	GPRC5B
3414	16	HAVANA	gene	20420856	20452658	+	protein_coding	ACSM5
3415	16	HAVANA	gene	20451588	20458322	-	antisense	CTD-2194A8.2
3418	16	HAVANA	gene	20791515	20911671	-	protein_coding	ERI2
3420	16	HAVANA	gene	21169698	21191937	+	protein_coding	TMEM159
3422	16	HAVANA	gene	22357257	22448486	-	protein_coding	CDR2
3423	16	HAVANA	gene	22393757	22418749	+	pseudogene	AC092338.5
3424	16	HAVANA	gene	22490442	22547842	+	protein_coding	NPIPB5
3425	16	HAVANA	gene	23072727	23160591	-	protein_coding	USP31
3427	16	HAVANA	gene	23399814	23464501	-	protein_coding	COG7
3429	16	HAVANA	gene	23847322	24231932	+	protein_coding	PRKCB
3431	16	HAVANA	gene	24549014	24584184	+	protein_coding	RBBP6
3433	16	HAVANA	gene	25247322	25269252	-	protein_coding	ZKSCAN2
3435	16	HAVANA	gene	27470876	27561234	-	protein_coding	GTF3C1
3437	16	HAVANA	gene	28353876	28374829	-	protein_coding	NPIPB6
3438	16	HAVANA	gene	28477974	28503333	-	protein_coding	CLN3
3439	16	HAVANA	gene	28477983	28506896	-	protein_coding	CLN3
